account_id,customer_id,account_type,account_status,open_date,current_balance,currency,credit_limit
9bfff393-86d2-461a-af3b-aa98bbc86046,21df4bf7-a609-4b7c-a90a-e8e6aa823b2b,Checking,Dormant,2021-11-22,33223.76,GBP,48918.1
a793bcca-2fc0-4dc7-875d-1e8b1f50bd8a,dc1277ef-f437-4d00-a852-92b407cb488b,Credit Card,Dormant,2022-10-07,720.97,BRL,40676.49
c91ae040-cc0f-407e-ad79-c5d03b3db596,9eb91fea-3d54-4b98-b5f1-29409bad2844,Savings,Active,2021-05-08,73487.8,AUD,49993.22
b96ecf8f-f360-49bd-80ee-0ea40c0b21b7,5e2aa857-e558-4be1-bfc8-c2e78a2de86e,Loan,Closed,2017-06-07,6853.94,CAD,19783.3
1d38346b-0a78-45c5-b1c2-d6917e16360a,27762167-e74d-4d16-8802-c94b748f1f5e,Credit Card,Dormant,2024-02-19,28394.97,JPY,20521.6
336428fc-ba35-4a81-960d-8abb571b7f05,8ec9ea98-6581-4934-9bcf-b1c4f87e3560,Loan,Active,2019-01-02,13269.33,CNY,41021.23
fa236e82-438d-426e-910a-d0805b815c29,d87f8fab-8eee-4716-85d9-ac1b2b4f425e,Credit Card,Closed,2022-10-13,15639.34,AUD,40125.63
d3c613f1-1c22-49ca-a19f-d6ed045a4a55,53710f57-7e9c-484f-89f6-048fe245a460,Credit Card,Active,2015-11-23,41469.01,CAD,1819.72
09724251-e060-4da6-9920-6f02083be042,9ef53269-4b99-43e9-a90a-ba616745d6e9,Savings,Closed,2017-01-05,80736.96,EUR,8255.29
1da55b80-1a0c-455e-9aad-1f2e1154d4d8,77df7ac2-2659-4a08-8638-d48f472ccd6d,Loan,Closed,2023-06-21,64197.22,CNY,7363.88
f101ae45-9529-46fb-93b5-ae5c81cd7706,e9c791aa-cb12-4916-b52f-61f76d49ec68,Credit Card,Active,2020-01-28,69218.52,AUD,28299.56
f410f47b-5619-426e-ab2c-1eff865f8efd,e045c088-f562-4e91-8822-39215e49db10,Savings,Active,2023-11-05,9382.62,ZAR,6061.81
397645a8-fb03-479c-9c67-03db9396c310,41c52128-0555-4221-8aac-f91caa798d9b,Savings,Active,2020-02-10,79362.82,AUD,19122.89
94f0451f-221d-4a24-b95f-199b171f03fc,bd6b774d-0e15-49f5-bdea-a0c1cc19b2c9,Credit Card,Closed,2017-03-25,25342.62,JPY,45475.69
d45abc26-48df-45a8-8823-4964cc16eddf,ba84d43f-3b52-4bb6-a87b-334ca08212e7,Checking,Dormant,2024-06-30,87367.74,GBP,21957.77
fbde3ced-af18-498f-9e86-308131106617,b6a44812-896f-4a83-a5a5-74cf12e2446d,Savings,Closed,2023-07-13,74522.46,ZAR,1235.06
0c4565ac-5acd-44aa-ac8c-a055be8ba447,d305e441-f757-4318-b7be-8b3953894481,Loan,Closed,2023-02-08,80024.26,ZAR,40672.58
2b0a60ed-2f55-4a65-9cc0-39d0a05261fd,663b1799-59de-42a0-a8a3-b05f453875f4,Credit Card,Dormant,2017-08-20,80101.56,EUR,9264.57
11cd3d93-46d6-403e-9c94-edaf48002f64,fcb43124-ee45-4b64-b552-1688a4044113,Credit Card,Active,2016-12-29,80907.56,ZAR,47374.09
e718fc1b-2312-41b1-aba2-fac29de56062,34b09a29-9b19-422b-ab5b-c34401bbb7e2,Loan,Active,2019-01-30,30249.81,GBP,13155.48
0ea17e75-536d-4edd-8bb8-9cb282098611,d60421ef-a590-41fe-aa17-79f8decc3e6a,Savings,Dormant,2014-12-21,2866.52,USD,47643.38
af5d89c6-603c-44fd-8fbd-8b20558bf879,f141f687-1660-40d5-ace0-69b2ab8cb1d3,Checking,Active,2017-01-24,92668.76,GBP,20879.97
25001ea8-9fad-4148-9b54-60f6fea39fd3,582592e1-0d1f-40ad-830a-2393604c83ca,Savings,Closed,2019-02-01,6832.93,BRL,16538.72
8af6f50b-26cf-4084-b8cd-8f8b834dde0f,2e967f0d-57d6-4a6a-801c-181c97a54ce1,Checking,Active,2024-05-06,81069.54,CAD,8400.02
6545e737-4d69-445b-abde-e7312105b326,7739e69b-f8a2-4487-b333-c32e958579ea,Checking,Dormant,2023-04-19,77638.1,CAD,11083.3
a2eb03be-1a84-4bf9-8b7c-8281e029f90d,ed4879e7-efd1-44ee-b287-c4407881307d,Loan,Active,2018-06-26,1781.04,EUR,2914.42
22337cc7-dd28-4045-870e-7f814355130e,35ca4006-0856-48d7-a91b-2a6f1f4db3e6,Savings,Dormant,2015-07-06,75491.66,USD,10364.2
007734a1-ddec-41f0-af2e-dd715a26fece,b6d06615-f152-4976-a5d6-fb7f4f9afd63,Checking,Active,2021-12-26,37332.87,GBP,27495.67
c4d7ce2b-7bc3-474e-b98d-aaaf05cb96b9,a71e5e39-8f4f-4577-ad37-1c4b16254f07,Checking,Closed,2017-11-20,33507.15,ZAR,15835.2
90a9de40-e4bf-4239-8328-106d6caf4f68,be9d3cf4-9e86-4042-a1d0-bb654a0e61d3,Savings,Closed,2017-07-05,30448.87,GBP,28909.35
a736b92e-9577-4ddc-ac8d-4143984b03c7,cb89ba42-095b-4ec0-8b7f-62c4a371e89d,Checking,Dormant,2023-08-19,96301.45,USD,41418.39
6ae7c3d5-9cb8-419b-9022-bff59efa94a0,1e44da98-35e3-406b-a8b1-56a29a7a1d91,Checking,Dormant,2016-11-06,56452.23,CAD,17929.35
568c1705-a28a-43d4-8ce5-d70fd885f0b2,5d89f392-fc7b-46a7-9da2-59c2d1ca7622,Checking,Closed,2018-11-02,59738.09,INR,41006.75
e92d31c2-609f-49d5-8449-047f77cc83fb,dc821527-1da3-47e2-8ad6-e514ccc14d51,Loan,Active,2023-11-15,82104.34,JPY,28728.56
e62afac4-28ec-40a1-9fb7-953f0b78cc45,5b9cf89f-a85b-4692-b24c-863bb6513595,Checking,Active,2017-11-03,69030.29,EUR,22988.19
f270bfc7-107a-4c9e-8ad5-7ab7e94e4dec,ea3a5bf3-6994-4c6d-b590-a2e50c780f2f,Checking,Closed,2018-08-12,4468.68,CNY,4999.19
fa06c4d9-1679-4a34-957a-1abe3919e4a0,08c7f351-5d1e-4609-b4e0-67587990d60f,Loan,Closed,2017-06-29,17608.07,ZAR,11384.14
ad07ce6e-b731-443d-aec1-5786ec27e64d,25c68f34-8420-4e60-86cc-b7274e6e6b71,Checking,Active,2014-12-21,86596.09,GBP,20028.15
9887bf8d-0ee5-414b-9d38-cca36d5da333,70416745-cc36-4c4e-b7fd-f9609b42cb82,Credit Card,Active,2016-12-28,84240.59,EUR,1801.87
59a27c22-284b-4b4c-8abe-fa52b1990be7,d82ba5f7-f499-41be-9f41-e692662a908f,Loan,Closed,2023-04-19,20179.01,BRL,25937.36
cbfb4321-da4b-4e69-b3ec-5e4facc1ecf9,97789958-f5ab-4b11-bff0-b97aa1f98f23,Savings,Closed,2016-05-13,3321.49,AUD,24876.11
febb6380-abb1-4dba-8c0d-dea4a3346eed,2c4683ba-0da3-4d7d-b282-133ac0bdd5fd,Checking,Active,2023-06-15,33895.56,JPY,36532.95
c743d686-c67c-4b7a-b268-0eb9e9dbfe72,c5935e34-dd44-4738-86cd-13166b3b4268,Savings,Active,2020-06-01,3664.41,CNY,6399.5
9fe977a4-0c93-401d-b83a-9d17fa210179,0266696b-5c2e-4774-9c86-9089b2d94e63,Credit Card,Dormant,2018-01-12,73316.79,JPY,39817.86
1810e015-8d3a-4459-8f43-1f3994b7686e,40846a66-98d2-40cf-83e9-7cf8071c6ee3,Loan,Dormant,2015-03-01,5620.96,USD,19438.04
73255410-c6cd-4133-964d-2dd66eda6805,42dfd6cd-45ac-445a-a0fc-644418443348,Checking,Closed,2024-02-05,97476.44,INR,42945.05
89a37765-f7ae-483c-a9ac-bd2759ba93f0,d44d2642-953f-43a4-b3b4-a2278aad92f0,Savings,Dormant,2017-02-25,78560.35,ZAR,20796.27
3bb85a66-613f-4700-838e-5592b8f33281,d7850982-05ba-49a7-bdf7-0f9768a96531,Savings,Closed,2016-03-04,63220.31,AUD,44240.78
d9da98af-8662-41c3-97f9-e9bcc85dbf04,94b9aed5-4e3c-4392-b0db-6faf1a8eceb4,Credit Card,Active,2018-08-09,64368.31,CAD,26477.99
28204850-c156-4ff9-90b1-77e273503dd1,ca28e67f-855a-488d-9483-40fa2304b471,Loan,Dormant,2022-06-10,22502.22,EUR,36577.92
4622e352-31e0-4401-87d4-03069e256c95,395e7c05-c23c-4076-9173-4909edf53388,Checking,Active,2022-12-14,87983.38,CNY,15514.95
336927dc-3dc3-4fb1-b985-4a535827e3f7,d82ba5f7-f499-41be-9f41-e692662a908f,Checking,Active,2022-03-03,61954.92,BRL,32063.32
464c6ada-36a6-405b-9746-af4bec9c1b5f,c2869396-d023-4b41-8c7a-d4c1f89bc3a7,Savings,Closed,2020-11-26,41669.49,AUD,1153.42
a30eaefc-0693-4e95-bacd-9ae8e24e79ef,f7237adb-91dd-4ce6-8029-3c67ae9c6423,Credit Card,Active,2014-10-02,4544.4,AUD,11200.24
690edfd5-2ae5-418f-9134-23bafb58b39d,062fe9c7-4663-4f19-916e-32eaf8c07b63,Credit Card,Dormant,2019-04-21,86159.31,USD,38827.29
759416be-308e-4753-8e90-8aba34fb9b09,563526b8-24a8-4541-a247-847bca19fff7,Savings,Closed,2017-03-05,26699.1,JPY,17192.72
64dcc7ac-cbe1-4b93-b327-9d8d19a8140f,91a7859b-3914-4d0e-bca1-e7cd98a98ba6,Credit Card,Dormant,2022-06-29,37173.18,BRL,15044.5
565edceb-2d89-4d43-8d33-a643b890e214,28eb7deb-6767-4789-964c-6cd6c61925b0,Checking,Dormant,2017-05-02,28538.35,USD,45874.76
fd838f48-1fb6-487d-815b-5178ddba5781,84f0c437-0fbe-472d-8d73-e48039ec46d0,Savings,Active,2015-04-19,18882.75,EUR,19233.41
f541c01f-17a0-4bc4-95bf-fa82eea5221f,2ad6c89f-5ce3-4a87-bc12-4d36f2ca637f,Credit Card,Closed,2018-04-11,16971.67,ZAR,48088.36
fb1f5fbe-9532-4aa9-8b9e-bed507ca29bb,98326e26-6720-46f3-b06b-d8f4528b55e3,Loan,Active,2015-06-15,87742.01,GBP,33617.84
ac774d81-9a79-4a24-8a17-902c2ae8ea9f,2ad6c89f-5ce3-4a87-bc12-4d36f2ca637f,Loan,Closed,2024-02-16,11041.1,ZAR,40323.91
57830108-b057-4e53-bd8f-656066d8cb43,6d618061-9e63-456a-9e2d-d66fc3ab728a,Credit Card,Closed,2016-05-05,8673.22,EUR,48426.87
e65dba6d-2cee-4bfc-985f-04f17aa6e8c2,17415390-0383-478c-ae09-b65178e0882b,Loan,Closed,2018-04-19,55329.93,GBP,9383.67
af54e6fb-dac0-492d-86d0-924c751979b1,7bf5d9b7-2f9e-4505-b863-096b6bf54aaf,Checking,Dormant,2022-05-31,73192.74,EUR,40011.97
3cedcbb9-372c-43f9-84ee-24d04b61340d,0315dd41-1295-44b1-a38b-010be0de5466,Credit Card,Active,2017-08-27,48655.26,EUR,15076.21
4bfe0275-6272-48fb-9755-b275b48706b9,79c32574-c3eb-4ff7-91f8-584c79a46acb,Savings,Active,2020-04-14,47812.32,EUR,10040.53
22b7bd07-0a51-4259-8b4d-93cdc7f6e84a,3ce8207b-17f3-4b88-b4f4-4dd92f35ddf6,Credit Card,Dormant,2019-11-28,92847.66,INR,49806.86
7c09a070-0669-4c9d-9a87-51fee58ae7af,8a3f761b-2a2e-4ad8-b9c8-9d468203d689,Savings,Dormant,2023-06-25,81730.09,AUD,17886.41
a86c7012-4ec5-403e-a607-f642a7d87988,eb0e9678-f80a-487d-a8bf-0da370eb1aee,Checking,Dormant,2017-06-30,40164.79,JPY,24364.81
a6549d2f-94b2-4f99-a430-3583d473e193,dc80d701-a8ac-4239-8c33-1045d55556c7,Credit Card,Dormant,2021-03-05,14181.89,USD,2758.4
88759f8b-92dc-42f3-83a5-43b9859e48b1,d3758ada-1287-452a-b61a-a722bbb049c1,Checking,Dormant,2017-11-28,59385.29,CNY,3873.03
06a4f2c8-6dcb-4fc1-bc65-a46d2048369f,2cede02f-0114-4577-900f-b0684b3d1b2a,Loan,Active,2019-04-16,29258.54,INR,5808.42
41f4d77f-8ffc-4c47-aacc-a86fcff9b499,321c6df7-bb3b-4739-bb0c-091d19da300c,Credit Card,Closed,2019-09-26,90962.12,CAD,28518.69
aecdc213-2184-464a-8890-fae0fc9150d9,dd8c7ad4-f4f0-47ce-8d29-cfc9eb8ec025,Loan,Closed,2015-08-20,36841.02,USD,44413.12
fa2a5f51-b8e3-469d-aea7-d4701dc98434,96535180-c41c-4186-b1f5-382f2ecb559c,Savings,Closed,2017-08-24,65213.43,INR,47513.44
183a77ba-1813-4507-8d69-d213872c0c16,d5f820ef-2849-445f-8b06-00b0a2f4388a,Savings,Dormant,2019-02-17,35897.64,USD,25782.77
420ee8e6-afaf-47fc-b71b-90de3440d103,f742653b-67a1-48de-9831-0104c44117e6,Savings,Closed,2023-07-11,59923.96,ZAR,9751.73
814c9a47-9d5a-41ac-b22d-881937ea876b,c0251deb-9f2c-46ea-87db-fdda89440eca,Savings,Closed,2015-07-08,86747.33,GBP,17069.95
8d378861-34ed-4d1c-8fdc-ca79f607e266,3ca318ca-3307-40dc-a24c-85db5286369e,Credit Card,Closed,2018-04-23,89164.64,JPY,5558.46
eda1b189-3ac6-40b7-9284-cd3fd184cb41,08f47ec5-b923-4a57-8d29-992f65c1b3e3,Checking,Closed,2020-12-29,68365.55,EUR,26388.02
8241156a-20ca-4ed8-aad9-c30252d3cfca,4991ac83-fb4a-4248-a64e-89a31b06cbf4,Loan,Dormant,2021-09-21,33580.96,BRL,31004.21
ec4965f9-4fa3-473e-9247-a4087db87ca1,2fd35a4b-d18d-43c5-8532-25fe375c61ff,Checking,Closed,2017-06-02,92516.12,ZAR,13317.0
85b52594-8403-4c02-a6a2-cca29156412a,81160efd-454e-46ac-b3a9-e6c716b7fd1c,Credit Card,Active,2023-04-16,99112.63,CAD,45252.07
c5564ad0-47b6-4634-b9e7-17259d7d3d9b,8cf69636-411b-44f7-b5dc-436b65859df3,Checking,Dormant,2023-12-18,79917.48,JPY,2393.06
e6f46faa-c705-4b46-bca1-3152f4fca0ac,a56a4a75-eff2-491a-bffc-4eea05f7e0d1,Loan,Closed,2021-03-24,28172.97,BRL,38260.31
1e14ea8f-473c-4ecf-bc08-fba88312bb5c,c4d8347a-44fc-43cf-8776-7f6446e2b654,Loan,Active,2019-05-15,34392.43,INR,16403.99
e746d6f1-a6c2-4f6c-b342-3288aad3c8b9,cdb3c99f-5cda-4bc5-9dbc-c13a03cd67d9,Credit Card,Closed,2021-03-27,36266.91,CNY,18242.07
9f183dd2-5fe5-4714-8776-e563dd010c05,20dd1bde-0703-410f-bb33-a5524898c45b,Loan,Active,2017-12-03,1840.18,ZAR,48259.92
05924e63-45e9-402c-8870-40d1e1c64f90,c847d13b-e2b6-4b4c-ace5-c4612c099e1a,Credit Card,Dormant,2019-08-05,79397.41,CNY,1589.5
5b833710-42cf-491c-8739-29c4700588a4,9741aab9-84dc-4336-b894-1216197ac20d,Checking,Dormant,2014-10-23,2517.39,EUR,7597.09
ba720b9a-8371-4929-8c63-eb2d535ee05d,575b4bda-b865-42e8-af00-d1fce941ff6e,Savings,Active,2017-04-26,65675.68,JPY,28038.23
ccaae409-abf2-4c39-ab17-ac71ae81d71e,2fabc744-ef90-436f-a679-7d8d1e3818d9,Savings,Closed,2022-08-19,36210.04,USD,49814.58
22694f81-01ee-4d24-92d7-e257f6bdbdb3,8c372aad-84ee-4e22-9407-95d06bbb961d,Savings,Closed,2017-12-08,43350.32,GBP,32390.65
4a506f81-3d89-43c6-96c7-0a6567bb13e8,829aaeb0-9c85-412e-9d92-ce4d9fad50a7,Credit Card,Active,2017-08-24,6589.66,INR,14113.98
bd62358d-17f9-49a6-8435-2db6522d933e,321c6df7-bb3b-4739-bb0c-091d19da300c,Loan,Active,2019-07-24,16126.76,CAD,45675.52
5faaa7da-82d0-4495-b864-71fe348b50b0,b3b68b57-da54-4267-9d13-8266d26d5396,Savings,Active,2023-05-10,16753.59,EUR,49573.66
000e0b5a-3570-4dda-99bc-9fe5c4de3716,fab3b97b-72e9-4626-987c-34866207ef1a,Checking,Active,2014-11-21,37043.99,CNY,3187.8
ecdef289-a186-4a55-b2ba-652897a22c0f,a1ba4586-e54d-47a1-8260-845744ab05ee,Savings,Dormant,2019-09-29,25611.32,ZAR,28507.09
5fc9ab05-ac0b-435c-9f00-57423317ace5,d8340c85-07f0-41c7-b24b-3223f64dbaae,Credit Card,Closed,2024-01-04,76970.53,INR,25108.47
3299de63-5fda-40a6-9a13-f8f82e493b8c,72c0c9e7-c4a4-43d9-bf5b-ab08dd856ee3,Checking,Active,2023-03-27,13077.89,GBP,11040.57
4e56ba6f-615d-4918-af05-73a66bdb4552,07c6bdbe-3785-4c6f-bd2a-8ffe8a09025f,Checking,Active,2019-01-17,10643.82,AUD,30223.34
af766c61-e5d9-4013-9d7b-227028b93161,a2334974-746c-4933-aee6-9c71ee166b74,Loan,Dormant,2023-10-14,65076.87,ZAR,20075.88
b05e53f8-e84c-4c64-8ff7-278a46081703,e10805e2-c73d-4408-a703-54453f85668c,Credit Card,Closed,2017-06-16,52260.44,CAD,6773.3
17d00a39-9d9d-4cbd-97ab-05a7a47630c5,f5bd2a62-1f55-427a-ab00-3687b94192a2,Credit Card,Closed,2022-10-06,40246.32,EUR,26324.47
b193b30d-7a65-4d93-abac-baf9e14d4c8c,0212585b-0b2f-4580-b3f0-53233bd5f8a2,Loan,Closed,2022-04-30,56729.39,USD,46319.65
896ca2c3-817a-45f5-aa21-0f564b889c82,bd6b774d-0e15-49f5-bdea-a0c1cc19b2c9,Credit Card,Closed,2021-10-02,12185.08,JPY,16043.04
3df9f3d9-1cc4-41f8-a2d0-2dca159b66af,2e414839-0044-47f2-8547-1f049d464d29,Credit Card,Closed,2017-12-02,51421.16,ZAR,22884.55
3fd7e407-c913-4235-b2fa-6957e0ff3282,3ca318ca-3307-40dc-a24c-85db5286369e,Credit Card,Dormant,2021-09-09,68831.13,JPY,35952.71
730261a1-b225-48db-9d94-1a3ee04988ef,f18e9688-22a6-411f-a5c3-e7dcf8531995,Credit Card,Closed,2015-06-25,781.6,CAD,5867.4
5ad5e8ce-b5c2-4bb5-9f08-a7c3fde90d19,41fecb3d-e4aa-47e7-803c-51b26603ceb2,Credit Card,Closed,2015-10-16,10635.08,GBP,10221.91
ae7e81f7-6ec4-426b-bf8f-69c134a8ee0c,3bec5e3f-c3c4-4f18-957c-01e89b0d2404,Checking,Active,2017-11-04,1906.21,EUR,37562.45
f7366292-a8d5-4e46-a64d-e00bc51c8632,33c4eb7a-1cc3-4cbd-be07-8fa717c98c2e,Checking,Dormant,2018-05-07,74102.49,GBP,14080.07
7cec8f7c-5eac-41e1-9167-11224f0a27e5,e2a14e6a-7484-4903-8521-c382e6698a27,Credit Card,Dormant,2016-09-29,20160.21,EUR,37341.03
25069d6a-9451-44dd-93ea-8dd20d17a9c9,67cde34e-6298-43ff-a747-c84636dd01f7,Loan,Dormant,2018-02-04,30750.33,USD,1237.34
06015718-6539-4f6a-a857-4af855e2f834,6c42358c-874e-4695-910a-d16bb12d4df6,Credit Card,Active,2021-04-16,34238.07,BRL,5012.89
601cd1c9-f6e3-4af9-8ecd-a85235c5f171,adbfcbe7-9a37-41c8-8df7-ba5bf23250cb,Loan,Dormant,2020-10-21,81402.02,INR,14278.35
adc7c0c2-923c-4eb3-b049-c9aa91985674,7d955b3e-b91f-4966-8058-81524a7017c0,Savings,Closed,2015-09-13,18388.12,JPY,48424.32
f3063fec-7b33-4cac-abcd-65ed98fb7f10,c7184812-cba6-4229-9819-1e6c9e2e3e9b,Credit Card,Dormant,2023-10-07,9489.17,AUD,46501.76
cde610e4-36bf-4b8f-b3d5-1ab4712b2cf1,ebae29de-b779-40be-9dea-624332d2f228,Checking,Dormant,2017-12-24,36080.92,USD,43170.4
bc2e5033-a4fd-4a7a-9aa2-a0e79b24a804,72b8ffe7-09c1-4ae3-85ee-aa53ff5ce505,Checking,Dormant,2023-01-26,67062.47,ZAR,9114.09
7e44d907-826f-486a-9852-7d66c19ad583,cc14577b-a816-46c7-8975-0e817947c92f,Loan,Active,2015-08-08,54105.38,INR,15490.59
fd007485-bb09-4e4a-aa26-5d1db9386c25,6d8c83a6-815a-4e80-95b1-ce3e5f7f5343,Credit Card,Closed,2018-03-25,62718.02,CAD,4217.76
c56e520f-93e8-4ab2-85f1-c2c6eab95afe,ee858bf8-3354-4df8-a8e2-70fbbcfe3500,Credit Card,Active,2015-08-02,80857.42,EUR,41637.34
dce9726b-0718-42be-9764-604e992f267a,03ea4544-175e-40ce-aa5a-3489452948ca,Credit Card,Closed,2019-08-07,29528.74,BRL,13589.27
c7f7c56d-f7ce-48b0-9727-6b6f5ea76e2b,71545a13-7a1d-4006-8d72-3104f77383c1,Loan,Active,2021-02-21,24472.27,CNY,48353.38
fa026e3f-daeb-4c40-a78b-a62075aa29ce,2f1d4b70-ba5a-49ff-b52d-67f6569a6d1f,Checking,Dormant,2021-04-01,44573.05,CAD,19253.56
49dd81e3-0ea3-4a78-93c2-71ff03b967af,d8f12949-8c56-4d25-be7b-f7594dd941c7,Checking,Dormant,2017-10-30,2645.52,GBP,1127.97
f12375d0-e70e-49ef-8e38-dbe76bb78d70,55ac25d3-b043-46bf-a5d2-30325e2694d4,Credit Card,Active,2024-01-29,69689.23,USD,23528.07
1ac872d3-91aa-4485-ab5c-9556aac61895,829aaeb0-9c85-412e-9d92-ce4d9fad50a7,Loan,Closed,2020-08-10,5669.5,INR,5682.35
1ba257e8-7abe-4737-9856-2814ff2f7e3b,3aeb5bc0-f63d-407c-a9d2-1bf8b1954990,Checking,Dormant,2019-09-06,42368.48,ZAR,33199.13
3a8c8c65-60e7-4045-9a89-c1b0e7a6155f,8fea19ab-b17f-4c89-892d-def470dd15cc,Credit Card,Active,2019-09-14,33418.09,JPY,29426.57
f8af8ea0-eb6b-4a05-a560-7ad51b6f9296,28eb7deb-6767-4789-964c-6cd6c61925b0,Credit Card,Active,2024-05-05,4823.45,USD,26236.62
5475e02b-0004-4267-90c9-cfd0426965e9,3d5207a9-500d-4c15-b70a-67aebd51f845,Checking,Closed,2023-03-12,81792.2,GBP,16275.31
35e77b88-266e-4ba9-a549-04a3325c1b49,a396599a-43cf-429f-ba5e-991b9321de20,Savings,Closed,2014-09-10,73929.75,USD,28290.21
58dc291c-499b-4cc0-8b0c-4346f2833640,2362dbc1-8024-4320-80cb-d3132bdb5720,Credit Card,Active,2014-08-18,79850.13,INR,12428.7
93cff987-3684-4eca-abe3-d9aaeace7727,c218069a-6cf9-4576-a8f7-c21c287e2935,Loan,Dormant,2022-08-21,18050.94,INR,13491.6
